tconst	Title	startYear	genres1	leading_role	second_role	third_role	leading_director	poster_path
tt0018379	L'Heure suprême !	1927	Drama	Janet Gaynor	Charles Farrell	Ben Bard	Frank Borzage	/3ETXMu5PrcVMRJpfN2Z3MwcfXzy.jpg
tt0018392	Un drame au studio	1928	Drama	Annette Benson	Brian Aherne	Donald Calthrop	Anthony Asquith	/yw6bmuk5JG7ftpNaB0sCIci4Yiw.jpg
tt0018397	La morsure	1927	Crime	John Gilbert	Renée Adorée	Lionel Barrymore	Tod Browning	/kyUnWHs4rLz59NdrMUiIEPcLF9L.jpg
tt0018451	Le prince étudiant	1927	Drama	Ramon Novarro	Norma Shearer	Jean Hersholt	Ernst Lubitsch	/npIKTLHQXpqjyPDu8NuV5JDMp20.jpg
tt0018455	L'aurore	1927	Drama	"""George OBrien"""	Janet Gaynor	Margaret Livingston	F.W. Murnau	/oj8ZW8jKXBSs8F1e5iWsTUeXSJW.jpg
tt0018471	Marine d'abord!	1926	Comedy	Lon Chaney	William Haines	Eleanor Boardman	George W. Hill	/2BUOgh53xmJKsO3GrzDTJIdbCgf.jpg
tt0018505	Ménage à trois	1927	Comedy	Vladimir Fogel	Nikolay Batalov	Lyudmila Semyonova	Abram Room	/uEYi67LRcdPa94bpbtCm0EqwuIQ.jpg
tt0018526	Les nuits de Chicago	1927	Crime	George Bancroft	Clive Brook	Evelyn Brent	Josef von Sternberg	/dWDklNp6BZLRNZa6nsSjt7Nfynp.jpg
tt0018528	L'inconnu	1927	Drama	Lon Chaney	Norman Kerry	Joan Crawford	Tod Browning	/rmLqf6AuacJ7eJb3eSPWiw0SGJs.jpg
tt0018566	Le roman de Manon	1927	History	John Barrymore	Dolores Costello	Warner Oland	Alan Crosland	/gfoofwOhl3j9HKiShfmJqhp314F.jpg
tt0018578	Les ailes	1927	Action	Clara Bow	"""Charles Buddy Rogers"""	Richard Arlen	William A. Wellman	/kEl6KCBgdmT1Nex3ka0EIWAOmtm.jpg
tt0018615	Crise	1928	Drama	Gustav Diessl	Brigitte Helm	Hertha von Walther	Georg Wilhelm Pabst	/4bgjvdU109bDnmk0EkuZbTXuMxR.jpg
tt0018684	Les mendiants de la vie	1928	Adventure	Wallace Beery	Richard Arlen	Louise Brooks	William A. Wellman	/yfnBNcNtke6v431QTmUW9Yt6L2a.jpg
tt0018737	Loulou	1929	Crime	Louise Brooks	Fritz Kortner	Francis Lederer	Georg Wilhelm Pabst	/xw5KFcTBYyvu4IzQY5ErgBQ73Eq.jpg
tt0018742	L'opérateur	1928	Comedy	Buster Keaton	Marceline Day	Harold Goodwin	Edward Sedgwick	/prhMP7VVxpQTzOFIPsbnr41IDTN.jpg
tt0018770	La chute de la maison Usher	1928	Drama	Jean Debucourt	Marguerite Gance	Charles Lamy	Jean Epstein	/3Sm0Oc28tSrHedpIiHRvcawcbm9.jpg
tt0018773	Le Cirque	1928	Comedy	Charles Chaplin	Merna Kennedy	Al Ernest Garcia	Charles Chaplin	/3FywbVq2qGqbYHPCy2NJcOf0gmp.jpg
tt0018806	La foule	1928	Drama	Eleanor Boardman	James Murray	Bert Roach	King Vidor	/wE7U91kOtLGHPQ8xsRVfYA6HJWp.jpg
tt0018839	Les damnés de l'océan	1928	Crime	George Bancroft	Betty Compson	Olga Baclanova	Josef von Sternberg	/rCMZpfPAHeuy02nMCttEX3OJt4B.jpg
tt0018841	La maison de la place Troubnaïa	1928	Comedy	Vera Maretskaya	Anel Sudakevich	Ada Voytsik	Boris Barnet	/9AQIpWClm3OmPzbxLKCIoredt4a.jpg
tt0018908	Quatre plumes blanches	1929	Adventure	Richard Arlen	Fay Wray	Clive Brook	Merian C. Cooper	/jp4gLZn0eeY7aj65EEPITGZRYEx.jpg
tt0018909	Les quatre fils	1928	Drama	James Hall	Margaret Mann	Charles Morton	John Ford	/vNhHMc7xa2X96fX4akmxo6LmYHt.jpg
tt0019043	Routes en croix	1928	Drama	Akiko Chihaya	Junosuke Bandô	Yukiko Ogawa	Teinosuke Kinugasa	/487kCNtHR7ZWKr5BToKijb2Ifv7.jpg
tt0019071	Crépuscule de gloire	1928	Drama	Emil Jannings	Evelyn Brent	William Powell	Josef von Sternberg	/1NMnlcWPNaS5dVit1GJEET8hyrz.jpg
tt0019074	Ris donc, paillasse!	1928	Drama	Lon Chaney	Bernard Siegel	Loretta Young	Herbert Brenon	/fHO1ZjOe72L6EPnE83nCGJlWRfV.jpg
tt0019109	Solitude	1928	Comedy	Barbara Kent	Glenn Tryon	Fay Holderness	Pál Fejös	/3AL2B3m5uOa8E0q1bRsKMgz4iR7.jpg
tt0019130	L'homme qui rit	1928	Drama	Mary Philbin	Conrad Veidt	Julius Molnar	Paul Leni	/iQXBMr4NzQst4X0rDU6MII6ZUOM.jpg
tt0019151	Bessie à Broadway	1928	Comedy	Bessie Love	Johnnie Walker	Ernest Hilliard	Frank Capra	/gQd9AXrZ3OxCTQaR8q0aa0CqktE.jpg
tt0019195	La belle ténébreuse	1928	Drama	Greta Garbo	Conrad Nagel	Gustav von Seyffertitz	Fred Niblo	/iOmtOcwSLNFwV2kqDsfnSpVphSL.jpg
tt0019254	La Passion de Jeanne d'Arc	1928	Biography	Maria Falconetti	Eugene Silvain	André Berley	Carl Theodor Dreyer	/8OYGtQlO8k9PcOm49apV62eVJQo.jpg
tt0019258	C'est une gamine charmante	1928	Comedy	Marion Davies	Orville Caldwell	Marie Dressler	King Vidor	/nipGLQV0TNrdN4T2w25B0NTUiKX.jpg
tt0019286	Tempête sur l'Asie	1928	Drama	I. Inkizhinov	Valéry Inkijinoff	A. Dedintsev	Vsevolod Pudovkin	/t6hdWcHowmL4pYku52YdMuZS0Vi.jpg
tt0019344	Faiblesse humaine	1928	Drama	Lionel Barrymore	Blanche Friderici	Charles Lane	Raoul Walsh	/7IHxSWO4paEcPiuh515L4fzJDZx.jpg
tt0019379	Mirages	1928	Comedy	Marion Davies	William Haines	Dell Henderson	King Vidor	/kMf0YYCNMqUbS9cTJBTCWcvsXEn.jpg
tt0019412	En vitesse	1928	Action	Harold Lloyd	Ann Christy	Bert Woodruff	Ted Wilde	/zWhWaWCCIsnQDsFTAe98ap3R5y.jpg
tt0019415	Les espions	1928	Romance	Rudolf Klein-Rogge	Gerda Maurus	Willy Fritsch	Fritz Lang	/o3LyvAp0u6aepncoYyCmFSbSiKX.jpg
tt0019421	Cadet d'eau douce	1928	Action	Buster Keaton	Tom McGuire	Ernest Torrence	Charles Reisner	/zygJMsmXxeyDc1N67OCZc8xtq4I.jpg
tt0019429	L'ange de la rue	1928	Drama	Janet Gaynor	Charles Farrell	Natalie Kingston	Frank Borzage	/rGDFZRIwZPYocBvspSB7RGQMzXq.jpg
tt0019489	La piste de 98	1928	Action	Dolores Del Río	Ralph Forbes	Karl Dane	Clarence Brown	/cZNboVPUtOlPgLuYEwbtD6Gj1K0.jpg
tt0019509	Un cri dans le métro	1928	Drama	Brian Aherne	Elissa Landi	Cyril McLaglen	Anthony Asquith	/hhSKVC5CZechrXDLpd9lArpIdAe.jpg
tt0019558	L'homme de fer (2 partie de Symphonie nuptiale)	1928	Drama	Erich von Stroheim	Fay Wray	Zasu Pitts	Erich von Stroheim	/ej61Px6QKN1lTbkU9b1kqEHnWEW.jpg
tt0019563	Le talion	1928	Drama	Lon Chaney	Lionel Barrymore	Mary Nolan	Tod Browning	/zwnhJhF73rADB9MURcpQ6AeLrPg.jpg
tt0019585	Le vent	1928	Drama	Lillian Gish	Lars Hanson	Montagu Love	Victor Sjöström	/iW16HdJtw9qEDd84nI7cF9VDrK9.jpg
tt0019591	Intrigues	1928	Drama	Greta Garbo	John Gilbert	Lewis Stone	Clarence Brown	/4mPXzRGMBKrzN9XBrEgPoxhdbu.jpg
tt0019646	Jazz-Bank	1928	Drama	Brigitte Helm	Marie Glory	Pierre Alcover	"""Marcel LHerbier"""	/pbGXz7Yn4eWV9Edv0gT2OiZuBSB.jpg
tt0019649	Arsenal	1929	Drama	Semyon Svashenko	Georgi Khorkov	Amvrosi Buchma	Aleksandr Dovzhenko	/xQEIAR3NTAypuN45JmE2nyaZhEk.jpg
tt0019655	Asphalte	1929	Crime	Albert Steinrück	Else Heller	Gustav Fröhlich	Joe May	/dlAQ3fEkoTOn4WNF9Zh9Rk2bMEN.jpg
tt0019702	Chantage	1929	Crime	Anny Ondra	John Longden	Sara Allgood	Alfred Hitchcock	/klilqRJDTANv9XMTBbL51NOsOXZ.jpg
tt0019850	Séduction	1929	Drama	Karel Schleichert	Ita Rina	Olaf Fjord	Gustav Machatý	/cvj24f55BVPpwN1tTrlPLZSq80j.jpg
tt0019901	La femme sur la lune	1929	Adventure	Willy Fritsch	Gerda Maurus	Klaus Pohl	Fritz Lang	/2W9cX6c2Lrro32KqinjrcCkuhaR.jpg
tt0019935	La fille sans dieu	1928	Drama	Lina Basquette	Marie Prevost	Tom Keene	Cecil B. DeMille	/tijxzaMN5LU3tknYNKwlkMfRS4w.jpg
tt0019976	Far West	1929	Western	Charles Bickford	Raymond Hatton	Fred Kohler	William Wyler	/kySDpLt4tVjE58vPzONpkn6Ver7.jpg
tt0020030	Le masque de fer	1929	Adventure	Douglas Fairbanks	Belle Bennett	Marguerite De La Motte	Allan Dwan	/nJEyA6QJ1zAANZKWZMf0HiDjLtW.jpg
tt0020112	Parade d'amour	1929	Comedy	Maurice Chevalier	Jeanette MacDonald	Lupino Lane	Ernst Lubitsch	/pWAoFnPsH4gYiFGqLwzicyMazdh.jpg
tt0020122	L'isolé	1929	Drama	Janet Gaynor	Charles Farrell	"""Guinn Big Boy Williams"""	Frank Borzage	/Ae5D9BmePeILMyvMIqFSNdPZr0o.jpg
tt0020193	L'enfer des pauvres	1929	Drama	Alexandra Schmitt	Holmes Zimmermann	Ilse Trautschold	Phil Jutzi	/9k0qhR4RkqR6LPWXf0SwHCr1NWR.jpg
tt0020230	La nouvelle Babylone	1929	Drama	David Gutman	Yelena Kuzmina	Andrei Kostrichkin	Grigoriy Kozintsev	/sHs9PFLK5o5L4j7hE03QSTiJy4V.jpg
tt0020232	Débris de l'empire	1929	Drama	Emil Gal	Sergey Gerasimov	Yakov Gudkin	Fridrikh Ermler	/tv5YVAjiUM6J0xOVQ2U8JT705QE.jpg
tt0020269	Piccadilly	1929	Crime	Gilda Gray	Anna May Wong	Jameson Thomas	Ewald André Dupont	/biZjt8E9ljayP80tZPXgWKBiiyn.jpg
tt0020298	La reine Kelly	1929	Drama	Gloria Swanson	Walter Byron	Seena Owen	Erich von Stroheim	/86kEZyMwfYZIxO28EHqmoBYPqN.jpg
tt0020335	La femme au corbeau	1928	Drama	Charles Farrell	Mary Duncan	Ivan Linow	Frank Borzage	/a1nLU2KRURRFIbsBGnFap5BSm0O.jpg
tt0020442	Le figurant	1929	Comedy	Buster Keaton	Dorothy Sebastian	Edward Earle	Edward Sedgwick	/eXt4ilTxsrY5a1Lagp1TE79vIvN.jpg
tt0020451	La ligne générale	1929	Drama	Marfa Lapkina	M. Ivanin	Konstantin Vasilyev	Grigoriy Aleksandrov	/jr7VAy1RKUpsj06lIZl7T6h4Qbb.jpg
tt0020475	Trois pages d'un journal	1929	Drama	Louise Brooks	Josef Rovenský	Fritz Rasp	Georg Wilhelm Pabst	/uDR1Tt2pFR0M3gUFCJ1w2oiVYlM.jpg
tt0020570	L'enfer blanc du Piz Palu	1929	Action	Gustav Diessl	Leni Riefenstahl	Ernst Petersen	Arnold Fanck	/2jTOiHESr3nz5RVWL5WIogqoACv.jpg
tt0020629	À l'Ouest rien de nouveau	1930	Drama	Lew Ayres	Louis Wolheim	John Wray	Lewis Milestone	/1wZUB08igw8iLUgF1r4T6aJD65b.jpg
tt0020640	Animal crackers, l'explorateur en folie	1930	Comedy	Groucho Marx	Harpo Marx	Chico Marx	Victor Heerman	/qj7owFXzCtIbZC51O8NwLe4Kde4.jpg
tt0020642	Anna Christie	1930	Drama	Greta Garbo	Theo Shall	Hans Junkermann	Jacques Feyder	/e9lquGoO3czXwqPrYImnQF7jjrF.jpg
tt0020656	Au bonheur des dames	1930	Drama	Dita Parlo	Ginette Maddie	Andrée Brabant	Julien Duvivier	/gFNBSuLaj6xhYPsqZm1jlcJiX8o.jpg
tt0020686	Big House	1930	Crime	Chester Morris	Wallace Beery	Lewis Stone	George W. Hill	/qVf7Dpgx0sdDkZEn4CwTYethoMp.jpg
tt0020691	La piste des géants	1930	Adventure	John Wayne	Marguerite Churchill	El Brendel	Raoul Walsh	/6uvnyapOMclNz2Uop7bcxpYiP3b.jpg
tt0020697	L'ange bleu	1930	Drama	Emil Jannings	Marlene Dietrich	Kurt Gerron	Josef von Sternberg	/3FStCU5ipNGmwASfHVP282IO39z.jpg
tt0020768	L'intruse	1930	Drama	Charles Farrell	Mary Duncan	David Torrence	F.W. Murnau	/n8JVKTh559QSEGS4hcJSg9j9LJc.jpg
tt0020793	Un Cottage dans le Dartmoor	1930	Crime	Hans Adalbert Schlettow	Uno Henning	Norah Baring	Anthony Asquith	/7pEJGYom5opZCzyoc8JXXDP8Lag.jpg
tt0020814	David Golder	1931	Drama	Harry Baur	Paule Andral	Jackie Monnier	Julien Duvivier	/h0zEWE1TC9fSYsisZ5rP0VSSOhW.jpg
tt0020815	La Patrouille de l'aube	1930	Action	Richard Barthelmess	Douglas Fairbanks Jr.	Neil Hamilton	Howard Hawks	/iCi0rIsbn1BOgQknhAY8VTk8Ve6.jpg
tt0020960	Les anges de l'enfer	1930	Drama	Ben Lyon	James Hall	Jean Harlow	Howard Hughes	/vt6zF55B9WLzYENs6cuXy8J5o1X.jpg
tt0021013	La fin du voyage	1930	Drama	Colin Clive	Ian Maclaren	David Manners	James Whale	/aLVLhR685I7WFgijomjlmI7iQ7H.jpg
tt0021079	Le Petit César	1931	Action	Edward G. Robinson	Douglas Fairbanks Jr.	Glenda Farrell	Mervyn LeRoy	/1K3Q1tAHHA5Sdtja2pPALBQevA7.jpg
tt0021156	Morocco	1930	Drama	Gary Cooper	Marlene Dietrich	Adolphe Menjou	Josef von Sternberg	/jDqZsxyv35iyJWW0mANk1RhxhJp.jpg
tt0021273	Prix de beauté	1930	Drama	Louise Brooks	Georges Charlia	Augusto Bandini	Augusto Genina	/zCKNgwP69GLQGch2tErOSQJSO4w.jpg
tt0021309	Le roman de Renard	1937	Adventure	Claude Dauphin	Romain Bouquet	Sylvain Itkine	Irene Starewicz	/8muULjsHxpYEhceOt8ocFkohqyj.jpg
tt0021331	Le sang d'un poète	1932	Fantasy	Enrique Rivero	Lee Miller	Pauline Carton	Jean Cocteau	/paHmfMrtQVT2cUTeteni3iDgRym.jpg
tt0021406	L'épouse de la nuit	1930	Crime	Mitsuko Ichimura	Tokihiko Okada	Chishû Ryû	Yasujirô Ozu	/5vKWy93TXLKMPvkEWGVUt7Kymwd.jpg
tt0021409	Sous les toits de Paris	1930	Comedy	Albert Préjean	Pola Illéry	Edmond T. Gréville	René Clair	/bV1CSNptsWDR1zhiTMKyOwC4MvM.jpg
tt0021542	Quatre de l'infanterie	1930	Drama	Fritz Kampers	Gustav Diessl	Hans-Joachim Möbis	Georg Wilhelm Pabst	/oaMSB0DZY0GK8VdaDuHQLLdtHkg.jpg
tt0021571	La terre	1930	Drama	Stepan Shkurat	Semyon Svashenko	Yuliya Solntseva	Aleksandr Dovzhenko	/zGyLXrIXP1DvlEgCGMDokxjL513.jpg
tt0021577	Âge d'or	1930	Comedy	Gaston Modot	Lya Lys	Caridad de Laberdesque	Luis Buñuel	/nrpeks4ScEBSYzpYSvex6CGWdlT.jpg
tt0021730	Le champion	1931	Drama	Wallace Beery	Jackie Cooper	Irene Rich	King Vidor	/5miye3zystUco0k4WtN5cKoKJB.jpg
tt0021739	La chienne	1931	Crime	Michel Simon	Janie Marèse	Georges Flamant	Jean Renoir	/h3b8k9sY4z8mIy0J6zu9O3ZIcLr.jpg
tt0021749	Les Lumières de la ville	1931	Comedy	Charles Chaplin	Virginia Cherrill	Florence Lee	Charles Chaplin	/bXNvzjULc9jrOVhGfjcc64uKZmZ.jpg
tt0021750	Les carrefours de la ville	1931	Crime	Gary Cooper	Sylvia Sidney	Paul Lukas	Rouben Mamoulian	/1P2FKo5AgmdIA7ifosxTo8UosED.jpg
tt0021770	Le code criminel	1931	Crime	Walter Huston	Phillips Holmes	Constance Cummings	Howard Hawks	/8avwFTJH1YCEkX4XhAKQkphtw4q.jpg
tt0021800	Agent X27	1931	Drama	Marlene Dietrich	Victor McLaglen	Gustav von Seyffertitz	Josef von Sternberg	/g3Q4WgQdJgLdt4EVMqLQqKsDcFv.jpg
tt0021814	Dracula	1931	Drama	Bela Lugosi	Helen Chandler	David Manners	Tod Browning	/ueVSPt7vAba0XScHWTDWS5tNxYX.jpg
tt0021815	Drácula	1931	Drama	Carlos Villarías	Lupita Tovar	Barry Norton	George Melford	/vXpPf8MFLqp4f9KdUyjL7tSYDmd.jpg
tt0021818	L'opéra de quat'sous	1931	Comedy	Rudolf Forster	Lotte Lenya	Carola Neher	Georg Wilhelm Pabst	/w39cIJWmtLRxyqAE2KdhSuUa0wC.jpg
tt0021836	Émile et les détectives	1931	Adventure	Rolf Wenkhaus	Käthe Haack	Fritz Rasp	Gerhard Lamprecht	/lPp6CLxZTWNfCGhoNXIoYsiFlkJ.jpg
tt0021873	Five Star Final	1931	Crime	Edward G. Robinson	Marian Marsh	H.B. Warner	Mervyn LeRoy	/1DZF4buRoDNsnAtkQZd8fIYVCCV.jpg
tt0021884	Frankenstein	1931	Drama	Colin Clive	Mae Clarke	Boris Karloff	James Whale	/iBpqsI0LNOTwjkA5rwRsI8TQJ0E.jpg
tt0022017	La tragédie de la mine	1931	Drama	Alexander Granach	Fritz Kampers	Ernst Busch	Georg Wilhelm Pabst	/dSGMzPqWQz2IvjvVx0WDD3z7zBF.jpg
tt0022034	Le congrès s'amuse	1931	Comedy	Lilian Harvey	Willy Fritsch	Otto Wallburg	Erik Charell	/hEEWHARz0Xq2BiEDQd9aDVdRccr.jpg
tt0022054	Le dernier vol	1931	Drama	Richard Barthelmess	David Manners	Johnny Mack Brown	William Dieterle	/cUxjKqeZCEBJd0vE3CBf8bXUG15.jpg
tt0022074	Le lieutenant souriant	1931	Comedy	Maurice Chevalier	Claudette Colbert	Miriam Hopkins	Ernst Lubitsch	/6CiCOw0DYgi2Fjn3Bl8O5AAYH17.jpg
tt0022080	Limite	1931	Drama	Olga Breno	Tatiana Rey	Raul Schnoor	Mario Peixoto	/lRx6OsS1PXKs9k6pfUw4DhGkjNZ.jpg
tt0022100	M le maudit	1931	Crime	Peter Lorre	Ellen Widmann	Inge Landgut	Fritz Lang	/slsS6jT6SXjcTPOrsFcLIrHboXA.jpg
tt0022125	Marius	1931	Comedy	Raimu	Pierre Fresnay	Fernand Charpin	Alexander Korda	/1dpo4ZJ4Sdv9XEUKNRGXvO6gp87.jpg
tt0022150	Le million	1931	Comedy	Annabella	René Lefèvre	Jean-Louis Allibert	René Clair	/tNxaR9GBrQVBsGVc5CUxXrUWWxd.jpg
tt0022151	Le millionnaire	1931	Comedy	George Arliss	Florence Arliss	David Manners	John G. Adolfi	/aJ08H8jvHQ6N1g0aR7Z7FIOjOLA.jpg
tt0022153	La Femme aux miracles	1931	Drama	Barbara Stanwyck	David Manners	Sam Hardy	Frank Capra	/vwtCXSnl2RhLu9KFtBSbQpAhoqk.jpg
tt0022158	Monnaie de singe	1931	Comedy	Groucho Marx	Harpo Marx	The Marx Brothers	Norman Z. McLeod	/9iZpFKpp6ZaTahbprypM7ek4HVt.jpg
tt0022183	Jeunes filles en uniforme	1931	Drama	Dorothea Wieck	Hertha Thiele	Emilia Unda	Leontine Sagan	/fB6dY210yjB9YRLkY38zt0ScXBi.jpg
tt0022208	L'ange blanc	1931	Comedy	Barbara Stanwyck	Ben Lyon	Joan Blondell	William A. Wellman	/hmY6xd0WWKOqad5cMLbzax62wDp.jpg
tt0022286	L'ennemi public	1931	Crime	James Cagney	Jean Harlow	Edward Woods	William A. Wellman	/vVxdaRMprQO2DM4AFyJ6C4qZSFO.jpg
tt0022335	La fille de l'enfer	1931	Crime	Dorothy Mackaill	Donald Cook	Ralf Harolde	William A. Wellman	/h6zD3ZXK48BrsmkTnWqnVAbq4ES.jpg
tt0022436	Scène de la rue	1931	Drama	Sylvia Sidney	William Collier Jr.	Estelle Taylor	King Vidor	/x80hXmYooG76fm37j0rQkw3q4Ct.jpg
tt0022458	Tabou	1931	Adventure	Anne Chevalier	Matahi	Hitu	F.W. Murnau	/c4zfawkB8Jsp5lhWl62QCzczR3M.jpg
tt0022485	Le choeur de Tokyo	1931	Comedy	Tokihiko Okada	Emiko Yagumo	Hideo Sugawara	Yasujirô Ozu	/4VMEmELgis4xYCVE9FndPYOmMje.jpg
tt0022550	Waterloo Bridge	1931	Drama	Mae Clarke	Douglass Montgomery	Doris Lloyd	James Whale	/pHzA3gHKl63gkwOqghlcZQMwrhL.jpg
tt0022599	À nous la liberté!	1931	Comedy	Raymond Cordy	Henri Marchand	Rolla France	René Clair	/z6XdIxE1CRqSgfOJxX1nGik6CGm.jpg
tt0022626	La ruée	1932	Drama	Walter Huston	"""Pat OBrien"""	Kay Johnson	Frank Capra	/mKMrLe7SXLjDaFqdAmcuGXM1HHD.jpg
tt0022651	Histoire d'un amour	1932	Drama	Irene Dunne	John Boles	George Meeker	John M. Stahl	/kj74LmtNkIBpoLDHOq5Crmvc2eq.jpg
tt0022698	Blonde Vénus	1932	Drama	Marlene Dietrich	Cary Grant	Herbert Marshall	Josef von Sternberg	/lP9g4NcJpVVXrWTAKzyyNiu7ylB.jpg
tt0022718	Boudu sauvé des eaux	1932	Comedy	Michel Simon	Marcelle Hainia	Sévérine Lerczinska	Jean Renoir	/hCRUtli9TCrekxSysHJ15QhMk44.jpg
tt0022725	L'homme que j'ai tué	1932	Drama	Lionel Barrymore	Nancy Carroll	Phillips Holmes	Ernst Lubitsch	/zYZjUEPC0j96rNfGj0dHajLMw5t.jpg
tt0022737	Fille de feu	1932	Drama	Clara Bow	Gilbert Roland	Thelma Todd	John Francis Dillon	/817TDYCmdxN0TVuiGoXHiHwnRLr.jpg
tt0022787	Les croix de bois	1932	Drama	Pierre Blanchar	Gabriel Gabrio	Charles Vanel	Raymond Bernard	/6BGe7bqFaMX2RyrBAQPBGS1I6PO.jpg
tt0022835	Docteur Jekyll et Mr. Hyde	1931	Horror	Fredric March	Miriam Hopkins	Rose Hobart	Rouben Mamoulian	/mZtQORzQWkCSqeeHApH6vJDA1D2.jpg
tt0022854	Mes petits	1932	Drama	Marie Dressler	Richard Cromwell	Jean Hersholt	Clarence Brown	/n3pDMQttDplSVTUyWNzoVyCTPGl.jpg
tt0022877	Fanny	1932	Comedy	Raimu	Pierre Fresnay	Fernand Charpin	Marc Allégret	/8hY9A0mWwVXhgdV1S2YKxSp1ruS.jpg
tt0022905	Amour défendu	1932	Drama	Barbara Stanwyck	Adolphe Menjou	Ralph Bellamy	Frank Capra	/nBUDSm2r6UvFXGjMiGSMnPmTEFw.jpg
tt0022913	Barnum	1932	Drama	Wallace Ford	Leila Hyams	Olga Baclanova	Tod Browning	/idK9v05lDtXm67bylUhQyvVlZM6.jpg
tt0022958	Grand Hôtel	1932	Drama	Greta Garbo	John Barrymore	Joan Crawford	Edmund Goulding	/2j7dxqIlGHdTaaUW9s4Z5zfp9qS.jpg
tt0023027	Plumes de cheval	1932	Comedy	Groucho Marx	Chico Marx	Harpo Marx	Norman Z. McLeod	/v5ythNpSbESSEi4PCEmCPZUAvoI.jpg
tt0023042	Je suis un évadé	1932	Crime	Paul Muni	Glenda Farrell	Helen Vinson	Mervyn LeRoy	/jer6lim61i8V6a5HOZq2i07UQQf.jpg
tt0023049	Si j'avais un million	1932	Comedy	Gary Cooper	Charles Laughton	W.C. Fields	James Cruze	/zcAPORLXY8Q3MbU92EqmrRGGVOr.jpg
tt0023074	Jewel Robbery	1932	Comedy	William Powell	Kay Francis	Helen Vinson	William Dieterle	/wVMMFJ6Z2TXmWvQGxjNXRMl3p3H.jpg
tt0023158	Aimez-moi ce soir	1932	Comedy	Maurice Chevalier	Jeanette MacDonald	Charles Ruggles	Rouben Mamoulian	/3wjHj3LmmezUsBHxFL8xpRdMxVX.jpg
tt0023198	Le Roi des allumettes	1932	Crime	Warren William	Lili Damita	Glenda Farrell	Howard Bretherton	/xn2hsuP6kBrIYckiquxmvgP8L4J.jpg
tt0023213	Merrily We Go to Hell	1932	Comedy	Sylvia Sidney	Fredric March	Adrianne Allen	Dorothy Arzner	/qMunDEK0fMaeaourJgx2pIffmPn.jpg
tt0023238	La Chasse du comte Zaroff	1932	Action	Joel McCrea	Fay Wray	Leslie Banks	Irving Pichel	/3aNlOIFlGOnIzxqvAWpgm5Sly1H.jpg
tt0023241	HaroldLe Gaffeur	1932	Comedy	Harold Lloyd	Constance Cummings	Kenneth Thomson	Clyde Bruckman	/9iqQodSzndRx2MAnJ3xe6N1fjsh.jpg
tt0023245	La Momie	1932	Fantasy	Boris Karloff	Zita Johann	David Manners	Karl Freund	/vSKpbZVvzqQcw6htiyEinbCY9vq.jpg
tt0023268	Faits divers	1932	Crime	Phillips Holmes	Walter Huston	Anita Page	W.S. Van Dyke	/9JyBQTPInoo0gNcegKhFGPPbTBp.jpg
tt0023271	Cabaret de nuit	1932	Comedy	Lew Ayres	Mae Clarke	Boris Karloff	Hobart Henley	/cdrAfc8BIi7fCOmZHTAxVqNVdih.jpg
tt0023293	L'appel de la chair	1932	Adventure	Boris Karloff	Melvyn Douglas	Charles Laughton	James Whale	/gnpXV5KChckAdK7EocNoPuXcLD8.jpg
tt0023303	Une heure près de toi	1932	Comedy	Maurice Chevalier	Jeanette MacDonald	Genevieve Tobin	Ernst Lubitsch	/oVDJZXwHKD0NgHaHZrkHuqHsJyF.jpg
tt0023305	Voyage sans retour	1932	Comedy	William Powell	Kay Francis	Frank McHugh	Tay Garnett	/c3FRmz3VTtvlmmNBJ7l8ILO0zzD.jpg
tt0023312	Les sans-soucis	1932	Comedy	Stan Laurel	Oliver Hardy	Don Dillaway	George Marshall	/1nfi4YmKSHn974CDd5VxOtPYOLU.jpg
tt0023327	Un meurtre chez les pingouins	1932	Comedy	Edna May Oliver	Robert Armstrong	James Gleason	George Archainbaud	/5JsNPCnbNjxYDLh9t1eXgZGnHB4.jpg
tt0023345	Poil de carotte	1932	Drama	Harry Baur	Robert Lynen	Louis Gauthier	Julien Duvivier	/tTYYVyAXKZMVsJUjBk59PkS8F5o.jpg
tt0023385	La Femme aux cheveux rouges	1932	Comedy	Jean Harlow	Chester Morris	Lewis Stone	Jack Conway	/3Iv5sY7qWljRFEHQ3qsgRetIboC.jpg
tt0023427	Scarface	1932	Action	Paul Muni	Ann Dvorak	Karen Morley	Howard Hawks	/y4E5oRiHMTFkEB12IIcpbKbKzDW.jpg
tt0023450	Où sont les rêves de jeunesse?	1932	Comedy	Ureo Egawa	Kinuyo Tanaka	Tatsuo Saitô	Yasujirô Ozu	/74eGblqGt6rkZa1ESm7W7FOuvPV.jpg
tt0023458	Shanghaï Express	1932	Adventure	Marlene Dietrich	Clive Brook	Anna May Wong	Josef von Sternberg	/l59j7Mdfry4Mbxvpo68qTG8Y4GY.jpg
tt0023486	Skyscraper Souls	1932	Drama	Warren William	"""Maureen OSullivan"""	Gregory Ratoff	Edgar Selwyn	/z2z5AmWdzlJbKfTVtMHUsHM0aQW.jpg
tt0023488	Chagrin d'amour	1932	Drama	Norma Shearer	Fredric March	Leslie Howard	Sidney Franklin	/mOZrovarvyiWCdHJijmFfed0Ig5.jpg
tt0023537	A Successful Calamity	1932	Comedy	George Arliss	Mary Astor	Evalyn Knapp	John G. Adolfi	/tGSqJ3ekArCykGjANmy0Nzi96hr.jpg
